pilot_index,norm_name,doc_id,source_file,source_path,file_type,is_eval_ground_truth,sampling_reason,sample_score,base_sample_score,eval_question_count,selection_bucket,table_density_proxy,hard_distractor,hard_distractor_reason,issuer,project_name,business_type_candidates,eval_files,eval_raw_examples,metadata_source,metadata_budget,notice_id,notice_round,published_at,bid_start,bid_deadline,external_notice_id,final_notice_id,notice_id_status,notice_id_evidence,rank_index,doc_key,pilot_doc_id,selection_aliases
98,경기도 양평군_2024년 스마트도시 솔루션 확산사업,doc_b9f336ca4400,경기도 양평군_2024년 스마트도시 솔루션 확산사업.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 양평군_2024년 스마트도시 솔루션 확산사업.hwp,hwp,False,filler_sample,12,0,0,기타,0,True,similar_project_token,경기도 양평군,2024년 스마트도시 솔루션 확산사업,,,,,,,,,,,,,missing,,98,경기도 양평군_2024년 스마트도시 솔루션 확산사업,Db9f336ca44,경기도 양평군_2024년 스마트도시 솔루션 확산사업.hwp | 경기도 양평군_2024년 스마트도시 솔루션 확산사업 | 2024년 스마트도시 솔루션 확산사업 | 경기도양평군2024년스마트도시솔루션확산사업.hwp
99,경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화,doc_bc04e42cc1c3,경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화 .hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token,경민대학 산학협력단,2024혁신wowLiFE사업 차세대종합정보시스템 고도화,고도화,,,,,,,,,,,,missing,,99,경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화,Dbc04e42cc1,경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화 .hwp | 경민대학 산학협력단_2024혁신wowLiFE사업 차세대종합정보시스템 고도화 | 2024혁신wowLiFE사업 차세대종합정보시스템 고도화 | 경민대학산학협력단2024혁신wowLiFE사업차세대종합정보시스템고도화.hwp
100,경기도 광명시_「버스정보시스템 클라우드 적용 SW 개발사업」 제안서,doc_2f829649f753,경기도 광명시_「버스정보시스템 클라우드 적용  SW 개발사업」 제안서 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 광명시_「버스정보시스템 클라우드 적용  SW 개발사업」 제안서 .hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,경기도 광명시,「버스정보시스템 클라우드 적용 SW 개발사업」 제안서,"구축, 클라우드",,,,,,,,,,,,missing,,100,경기도 광명시_「버스정보시스템 클라우드 적용 SW 개발사업」 제안서,D2f829649f7,경기도 광명시_「버스정보시스템 클라우드 적용 SW 개발사업」 제안서 .hwp | 경기도 광명시_「버스정보시스템 클라우드 적용 SW 개발사업」 제안서 | 「버스정보시스템 클라우드 적용 SW 개발사업」 제안서 | 경기도광명시「버스정보시스템클라우드적용SW개발사업」제안서.hwp
101,경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정,doc_3bdda36dff62,경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,경희대학교산학협력단,산학협력단 정보시스템 운영 용역업체 선정,운영,,,,,,,,,,,,missing,,101,경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정,D3bdda36dff,경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정.hwp | 경희대학교산학협력단_산학협력단 정보시스템 운영 용역업체 선정 | 산학협력단 정보시스템 운영 용역업체 선정 | 경희대학교산학협력단산학협력단정보시스템운영용역업체선정.hwp
102,재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구,doc_6e18030483da,재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token,재단법인 한국국학진흥원,2024년 국학분야 인공지능 자동 번역 시스템 구,데이터/AI,,,,,,,,,,,,missing,,102,재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구,D6e18030483,재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구.hwp | 재단법인 한국국학진흥원_2024년 국학분야 인공지능 자동 번역 시스템 구 | 2024년 국학분야 인공지능 자동 번역 시스템 구 | 재단법인한국국학진흥원2024년국학분야인공지능자동번역시스템구.hwp
103,한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제,doc_d534530708b0,한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제.hwp,hwp,False,filler_sample,0,0,0,보안,0,False,,한국인터넷진흥원,25년 주요 침해사고 탐지·조치·대응 시스템 보안관제,보안,,,,,,,,,,,,missing,,103,한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제,Dd534530708,한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제.hwp | 한국인터넷진흥원_25년 주요 침해사고 탐지·조치·대응 시스템 보안관제 | 25년 주요 침해사고 탐지·조치·대응 시스템 보안관제 | 한국인터넷진흥원25년주요침해사고탐지·조치·대응시스템보안관제.hwp
104,한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구,doc_aa3d6bd69e13,한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구.hwp,hwp,False,filler_sample,0,0,0,클라우드,0,False,,한국교통안전공단,자동차튜닝부품인증센터 시스템 클라우드전환(재구,클라우드,,,,,,,,,,,,missing,,104,한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구,Daa3d6bd69e,한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구.hwp | 한국교통안전공단_자동차튜닝부품인증센터 시스템 클라우드전환(재구 | 자동차튜닝부품인증센터 시스템 클라우드전환(재구 | 한국교통안전공단자동차튜닝부품인증센터시스템클라우드전환재구.hwp
105,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변,doc_863280b95a32,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,hwp,False,filler_sample,0,0,0,컨설팅/감리,0,False,,국가철도공단,철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변,컨설팅/감리,,,,,,,,,,,,missing,,105,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변,D863280b95a,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변 | 철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변 | 국가철도공단철도인프라디지털트윈정보화전략계획ISP수립용역변.hwp
106,경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한,doc_efdef09d0959,경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한 .hwp,hwp,False,filler_sample,12,0,0,기타,0,True,similar_project_token,경기도 포천시,2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한,,,,,,,,,,,,,missing,,106,경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한,Defdef09d09,경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한 .hwp | 경기도 포천시_2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한 | 2024년 포천시 스마트도시 솔루션 확산사업 (협상에 의한 | 경기도포천시2024년포천시스마트도시솔루션확산사업협상에의한.hwp
107,경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역,doc_cf50f1e8c6f9,경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역.hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token,경북전문대학 산학협력단,학생이력관리시스템 고도화 외주용역,고도화,,,,,,,,,,,,missing,,107,경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역,Dcf50f1e8c6,경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역.hwp | 경북전문대학 산학협력단_학생이력관리시스템 고도화 외주용역 | 학생이력관리시스템 고도화 외주용역 | 경북전문대학산학협력단학생이력관리시스템고도화외주용역.hwp
108,경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역,doc_854a578b7bf2,경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역.hwp,hwp,False,filler_sample,12,0,0,구축,0,True,notice_variant+prefix_alias,경기도 군포시,(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역,"구축, 데이터/AI",,,,,,,,,,,,missing,,108,경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역,D854a578b7b,경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역.hwp | 경기도 군포시_(긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역 | (긴급)군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역 | 군포 AI기반 쓰레기 무단투기 단속시스템 구축 용역 | 경기도군포시긴급군포AI기반쓰레기무단투기단속시스템구축용역.hwp
109,국립공원공단_2024년 자원통합관리시스템 운영관리,doc_c23891708f21,국립공원공단_2024년 자원통합관리시스템 운영관리.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국립공원공단_2024년 자원통합관리시스템 운영관리.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,국립공원공단,2024년 자원통합관리시스템 운영관리,운영,,,,,,,,,,,,missing,,109,국립공원공단_2024년 자원통합관리시스템 운영관리,Dc23891708f,국립공원공단_2024년 자원통합관리시스템 운영관리.hwp | 국립공원공단_2024년 자원통합관리시스템 운영관리 | 2024년 자원통합관리시스템 운영관리 | 국립공원공단2024년자원통합관리시스템운영관리.hwp
110,한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전,doc_77d2b7f4bf53,한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token,한국교통안전공단,교통카드빅데이터 통합정보시스템 공공클라우드 전,"데이터/AI, 클라우드",,,,,,,,,,,,missing,,110,한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전,D77d2b7f4bf,한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전.hwp | 한국교통안전공단_교통카드빅데이터 통합정보시스템 공공클라우드 전 | 교통카드빅데이터 통합정보시스템 공공클라우드 전 | 한국교통안전공단교통카드빅데이터통합정보시스템공공클라우드전.hwp
111,한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅,doc_87bce87efaff,한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅.hwp,hwp,False,filler_sample,0,0,0,보안,0,False,,한국해양조사협회,정보보안 강화 및 정보화 전략수립 컨설팅,"보안, 컨설팅/감리",,,,,,,,,,,,missing,,111,한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅,D87bce87efa,한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅.hwp | 한국해양조사협회_정보보안 강화 및 정보화 전략수립 컨설팅 | 정보보안 강화 및 정보화 전략수립 컨설팅 | 한국해양조사협회정보보안강화및정보화전략수립컨설팅.hwp
112,한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역,doc_fce0755e2280,한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역.hwp,hwp,False,filler_sample,0,0,0,클라우드,0,False,,한국교통안전공단,통합학사관리시스템 대구센터 클라우드 전환 용역,클라우드,,,,,,,,,,,,missing,,112,한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역,Dfce0755e22,한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역.hwp | 한국교통안전공단_통합학사관리시스템 대구센터 클라우드 전환 용역 | 통합학사관리시스템 대구센터 클라우드 전환 용역 | 한국교통안전공단통합학사관리시스템대구센터클라우드전환용역.hwp
113,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역,doc_3f2a21056bb2,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역.hwp,hwp,False,filler_sample,0,0,0,컨설팅/감리,0,False,,국가철도공단,철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역,컨설팅/감리,,,,,,,,,,,,missing,,113,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역,D3f2a21056b,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역 | 철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역 | 국가철도공단철도인프라디지털트윈정보화전략계획ISP수립용역.hwp
114,경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(,doc_acb80557fbf7,경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(.hwp,hwp,False,filler_sample,12,0,0,기타,0,True,similar_project_token,경상북도 고령군,고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(,,,,,,,,,,,,,missing,,114,경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(,Dacb80557fb,경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)(.hwp | 경상북도 고령군_고령군 스마트시티 솔루션 확산사업(협상에의한 계약)( | 고령군 스마트시티 솔루션 확산사업(협상에의한 계약)( | 경상북도고령군고령군스마트시티솔루션확산사업협상에의한계약.hwp
115,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급),doc_1e10853940ed,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token+notice_variant,경상북도 봉화군,봉화군 재난통합관리시스템 고도화 사업(협상)(긴급),고도화,,,,,,,,,,,,missing,,115,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급),D1e10853940,경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).hwp | 경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급) | 봉화군 재난통합관리시스템 고도화 사업(협상)(긴급) | 경상북도봉화군봉화군재난통합관리시스템고도화사업협상긴급.hwp
116,경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분),doc_b8e9de6b4662,경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분).hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분).hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,경기도 김포시,스마트 하천안전차단시스템 구축사업(소프트웨어부분),구축,,,,,,,,,,,,missing,,116,경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분),Db8e9de6b46,경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분).hwp | 경기도 김포시_스마트 하천안전차단시스템 구축사업(소프트웨어부분) | 스마트 하천안전차단시스템 구축사업(소프트웨어부분) | 경기도김포시스마트하천안전차단시스템구축사업소프트웨어부분.hwp
117,국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경,doc_c0ff4d7595a7,국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경 .hwp,hwp,False,filler_sample,12,0,0,운영,0,True,same_issuer+similar_project_token,국립중앙의료원,병원정보시스템 노후 전산장비 교체(증설) 및 운영환경,운영,,,,,,,,,,,,missing,,117,국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경,Dc0ff4d7595,국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경 .hwp | 국립중앙의료원_병원정보시스템 노후 전산장비 교체(증설) 및 운영환경 | 병원정보시스템 노후 전산장비 교체(증설) 및 운영환경 | 국립중앙의료원병원정보시스템노후전산장비교체증설및운영환경.hwp
118,한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업,doc_9d8a1af87633,한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,same_issuer+similar_project_token,한국원자력연구원,커뮤니티(CoP)-협업시스템 데이터 이관 사업,데이터/AI,,,,,,,,,,,,missing,,118,한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업,D9d8a1af876,한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업.hwp | 한국원자력연구원_커뮤니티(CoP)-협업시스템 데이터 이관 사업 | 커뮤니티(CoP)-협업시스템 데이터 이관 사업 | 한국원자력연구원커뮤니티CoP협업시스템데이터이관사업.hwp
119,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차),doc_bb7164287d74,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,hwp,False,filler_sample,0,0,0,컨설팅/감리,0,False,,서울특별시교육청,서울특별시교육청 지능정보화전략계획(ISP) 수립(2차),컨설팅/감리,,,,,,,,,,,,missing,,119,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차),Dbb7164287d,서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp | 서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) | 서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) | 서울특별시교육청서울특별시교육청지능정보화전략계획ISP수립2차.hwp
120,경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한,doc_09c9cedc3889,경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한.hwp,hwp,False,filler_sample,12,0,0,기타,0,True,similar_project_token,경상북도 의성군,2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한,,,,,,,,,,,,,missing,,120,경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한,D09c9cedc38,경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한.hwp | 경상북도 의성군_2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한 | 2024년 의성군 스마트도시 솔루션 확산사업(협상에 의한 | 경상북도의성군2024년의성군스마트도시솔루션확산사업협상에의한.hwp
121,광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화,doc_5c04d1cb1b40,광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화.hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,same_issuer,광주과학기술원,광주과학기술원 지식재산권관리시스템 고도화,고도화,,,,,,,,,,,,missing,,121,광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화,D5c04d1cb1b,광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화.hwp | 광주과학기술원_광주과학기술원 지식재산권관리시스템 고도화 | 광주과학기술원 지식재산권관리시스템 고도화 | 광주과학기술원광주과학기술원지식재산권관리시스템고도화.hwp
122,경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(,doc_1fa465d3479c,경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(.hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,경기도 부천시,2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(,"구축, 홈페이지/포털",,,,,,,,,,,,missing,,122,경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(,D1fa465d347,경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축(.hwp | 경기도 부천시_2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축( | 2024년 부천문화재단 홈페이지 통합 및 대관시스템 구축( | 경기도부천시2024년부천문화재단홈페이지통합및대관시스템구축.hwp
123,국민연금공단_2024년 이러닝시스템 운영 용역,doc_dc0d19e133e3,국민연금공단_2024년 이러닝시스템 운영 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국민연금공단_2024년 이러닝시스템 운영 용역.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,국민연금공단,2024년 이러닝시스템 운영 용역,운영,,,,,,,,,,,,missing,,123,국민연금공단_2024년 이러닝시스템 운영 용역,Ddc0d19e133,국민연금공단_2024년 이러닝시스템 운영 용역.hwp | 국민연금공단_2024년 이러닝시스템 운영 용역 | 2024년 이러닝시스템 운영 용역 | 국민연금공단2024년이러닝시스템운영용역.hwp
124,한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구,doc_81f8b761492c,한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token,한동대학교 산학협력단,한동대학교 파라과이 축산데이터관리시스템 구,데이터/AI,,,,,,,,,,,,missing,,124,한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구,D81f8b76149,한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구.hwp | 한동대학교 산학협력단_한동대학교 파라과이 축산데이터관리시스템 구 | 한동대학교 파라과이 축산데이터관리시스템 구 | 한동대학교산학협력단한동대학교파라과이축산데이터관리시스템구.hwp
125,한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역,doc_8d56dd60d344,한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역.hwp,hwp,False,filler_sample,0,0,0,컨설팅/감리,0,False,,한국광해광업공단,한국광해광업공단 정보화전략계획(ISP) 수립 용역,컨설팅/감리,,,,,,,,,,,,missing,,125,한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역,D8d56dd60d3,한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역.hwp | 한국광해광업공단_한국광해광업공단 정보화전략계획(ISP) 수립 용역 | 한국광해광업공단 정보화전략계획(ISP) 수립 용역 | 한국광해광업공단한국광해광업공단정보화전략계획ISP수립용역.hwp
